id,salary
2,29202.877834592888
6,58204.77289703662
7,40066.754101112216
11,27061.692435330355
16,54232.17363299093
24,33965.56686436119
26,38258.33174485316
28,56174.43720619968
30,40895.68645425415
31,53363.825130157275
34,18050.84220417164
35,34393.09555052193
41,39762.35526099129
49,89478.83467559601
53,35404.878520615486
54,29410.444639232992
70,28307.753056217185
76,29631.308129229852
79,33737.42098955051
81,47748.29725948465
83,20831.032599402744
85,38280.64026728008
87,42083.76544685197
88,35348.46510174894
89,33837.92462384742
91,32556.602748315127
96,54628.08946524307
100,60566.33984176749
102,20286.11342022447
103,30370.26439198652
106,56281.224643867536
111,46534.26103157028
112,15131.394110946572
114,21020.10562825529
115,39731.89458993092
117,23548.158176703437
119,32170.25086104253
122,58304.35771531967
123,30336.357409820434
124,24530.936792834815
128,24552.36747365976
130,26502.588355603435
139,23300.708870322425
140,24747.912077100325
141,91558.52558923636
142,26766.12805717923
143,27450.72370684542
144,24693.411463234195
155,25005.098819148312
161,32116.16729991736
164,22454.0082545341
165,61780.5412442831
170,22707.06077919525
176,121308.395790592
177,34558.730089246295
180,54467.44787629298
183,19279.778646100916
185,69680.2237738434
186,58574.389914313506
195,51505.731151554995
201,26508.201454589438
204,30140.614332151577
211,26441.892002924935
214,17829.38330870931
221,21730.68486321899
222,46255.93450457766
226,27875.968193284058
232,52552.630807851776
237,29883.884745347954
238,26416.26052207999
239,25150.272336100472
249,28271.42727193365
250,19075.232783553874
254,27631.289348080732
256,16898.52346331211
260,15029.3255032709
261,38749.10398307317
264,39766.21464214237
270,45109.21926251182
272,18332.482082310606
282,21338.127397574382
285,33266.799096840965
286,17964.506704365733
288,15464.148854599789
289,16369.26716489862
298,76679.16206907906
302,22659.5776964657
305,20371.808286203446
307,57152.56073654439
313,39566.77817366874
314,19609.93705432243
316,50483.60789211741
317,27246.29677454795
319,64055.98354647136
321,27678.013539935833
323,45394.34947743476
326,30769.80340346198
327,46274.32597644895
328,30847.50746408483
332,28679.866932107983
333,32731.919860092963
341,36516.12354981088
351,39038.61476703419
355,15436.619293441865
356,59221.301092136215
358,22181.90103342748
361,23392.151152109956
362,40613.24975507506
365,36261.19047730842
369,35260.869863714426
371,17670.194294367815
376,28375.457233999325
378,74322.2022558648
380,92223.64118468453
384,27998.39670552846
386,30165.928347176017
387,34501.654756776974
389,22473.99679820337
391,22666.90388897093
396,26880.730123812737
401,35953.21528042572
402,90198.3901474363
413,23987.534132998087
416,30055.289201031756
417,61296.03847490242
419,19216.873021623236
427,45498.336372128986
430,18340.616890826885
436,40094.93841026894
438,83140.06573140196
442,46480.55817019912
445,19621.716436498064
450,38449.97471496014
452,44357.63720744754
459,45482.89083704405
460,31070.313401633837
465,38164.4168947644
466,31139.90099027963
471,29703.843476741946
472,23906.637995289188
475,16892.46770047318
478,31980.014734306198
481,29073.687443379105
482,28911.922483030838
483,39569.97291773067
486,37955.829929944666
488,29417.578455681876
493,19887.2063188353
494,33935.50990945079
499,18293.262662008754
501,27650.41384493543
502,52844.620539073774
508,31019.75057869176
511,30863.859727889867
517,62344.3366217361
518,28277.549206750227
519,43931.200818018726
523,29432.327282301674
524,26785.199546947297
528,27956.163731637862
529,21999.668377390066
531,19165.670080351887
532,32222.877976991396
536,98359.73644449865
538,18198.975713295724
539,20312.729960164186
544,42439.10304283243
546,20480.929466556507
549,40047.382087246544
550,29502.20995304447
555,27996.79253483093
568,16477.52155939769
569,63005.52757908267
578,40468.079601915364
586,26580.173855331857
587,44953.86274884652
589,22309.953466505045
590,50436.56542193978
591,35583.72239048228
593,20450.743896543718
595,19271.553862680805
596,69979.462429865
597,29069.331850698287
603,94530.02876850517
611,25550.882087086236
612,22684.356938343255
616,43567.28520965315
629,19848.141357045126
630,39035.467775813035
632,26462.39463334547
633,36826.04262257843
634,28314.26302757222
652,13638.375269488442
658,43727.07871644119
660,43585.66367753907
662,28613.14383006136
666,109989.12109289899
667,34955.879275889296
671,22850.136648468335
673,31950.11892354293
674,60242.24617462876
679,21500.736453232817
683,40070.03907085366
696,29855.993593891704
700,37056.75202503589
703,45323.18362025256
704,46368.71420786665
705,29640.565099307743
710,30562.165285277362
711,24731.581823114826
715,27206.79854476772
720,33864.52121089727
730,22267.16970852772
731,28958.832962680808
734,50790.80664640115
735,37525.34245884422
742,18775.525629702912
751,17603.92887419425
753,23766.711796040225
757,21920.507131616643
759,34771.27941656236
772,48307.65222110956
773,18128.647155373634
776,30439.3923828535
779,18390.048333106424
780,34081.758588862176
782,17853.037302926714
784,22837.72312670594
788,40957.06386903434
789,26148.153145031254
790,55805.37160934019
795,31738.983399893306
797,66507.28532208536
798,51009.338300749034
800,34613.996255425634
802,35246.922012635
809,37319.37654834191
812,44141.36117046507
820,42819.19448637292
831,30390.126265852683
843,37627.35805752186
847,28640.096321315214
849,42070.8337387236
852,40977.680681587546
853,26411.331663810684
858,26278.420478909266
859,18476.89171244489
862,27088.729172080595
863,24902.636624688657
866,34298.98330633101
867,25571.42792578444
868,26982.902776472172
869,35147.238222218526
874,59262.28065393165
875,34047.53196310207
877,36268.04836807891
879,26409.759233527777
880,31374.245153118296
883,23321.9749719869
884,31126.165137629134
886,58347.11590100489
890,37512.85218576196
891,16474.769809018573
899,22908.425142115204
900,31574.195505359163
904,35345.68090455108
919,47095.50005546748
920,24906.94389385657
921,61642.72584285137
923,89120.02747648125
928,93902.67099062636
931,33175.853803945654
936,25545.69692401859
939,35941.06376626188
942,38951.16299106741
943,36306.87515117523
947,18193.39958254707
949,44894.92987140172
951,25881.696415632472
953,28536.491317692333
955,27726.87622904551
956,87660.8606484078
960,19315.528512217512
963,34759.83662421088
964,24724.17528634696
968,26255.78908317682
970,22218.406426437625
974,31129.64306831431
976,25831.488077652233
977,39223.75760360279
981,61363.196820424855
984,24809.793814858524
990,59080.39957319651
991,20661.23430370623
1003,32250.92894229604
1004,27625.418582677827
1007,28914.22194891154
1011,47891.5811525849
1013,27800.154664523237
1017,20235.59309292404
1020,34054.27084206672
1024,24629.039243154268
1026,17322.114939908774
1027,98893.3824750485
1029,53354.26160409389
1031,29367.49656582933
1032,20892.798062243324
1036,53086.64422220897
1040,48164.03023622242
1043,27114.039124795185
1045,39387.57507972454
1050,72822.33581421411
1052,18300.189962814926
1053,28562.1592845591
1054,92390.60908407113
1059,16897.536832641123
1061,29479.783933706385
1068,29091.206400430547
1070,60270.49958586955
1071,20644.05895690857
1077,31543.906723714543
1078,45909.70442205171
1079,59565.33655696321
1084,42842.653957281465
1090,15569.589031089348
1091,108398.20808795045
1096,42209.96419526899
1097,41957.26024998966
1102,16949.271457350886
1105,36581.845659762665
1109,52065.463501867984
1110,24470.92858241459
1111,117058.32109258336
1113,21453.21009244133
1114,26775.99843461217
1116,26843.31794113302
1123,64863.48309148043
1124,38653.480202816754
1125,17587.643228941557
1126,65111.5590847818
1127,30309.597891685193
1131,29584.768868340056
1133,26498.45849692954
1136,28146.237845501688
1139,25205.281956262697
1149,66103.83313092704
1151,45399.06706196457
1156,39388.765630709444
1159,16170.24950295289
1166,45225.12384117191
1167,41762.70226036667
1168,23349.52574965594
1172,18817.68804285047
1173,23245.406889286376
1174,45473.92023160311
1182,68462.2811164071
1183,36176.784409213156
1185,21290.08174494298
1188,28326.949497490197
1189,30709.009834172106
1192,18562.57432078861
1193,25534.552549258588
1197,44395.65547447574
1202,22323.499337793724
1203,54962.393485420995
1205,38401.52844673333
1210,28306.651543329517
1213,25375.533977211962
1218,88893.9743757445
1219,39341.38553192428
1220,53959.22442108751
1224,23659.488999685193
1226,23020.540230770508
1228,19433.76343873304
1231,23547.11884700923
1233,35677.09535190402
1238,52992.75062628855
1240,27250.01178356983
1248,107850.70170813288
1249,17171.313211346955
1253,27841.36002365035
1254,25034.728762984778
1260,18768.106756863872
1271,28605.16742127428
1274,43443.25437457724
1275,46837.457279565584
1277,16823.249654380725
1278,36377.510412990676
1279,29224.625761031577
1283,39468.90002208568
1292,52461.42162662903
1293,19998.992479790635
1295,19432.001540780508
1297,21288.447454673114
1303,50444.61109768538
1305,21614.531655519015
1309,16696.129356037014
1312,18933.805595788217
1313,24213.934306796385
1318,21035.382677348876
1322,36062.0441588071
1325,33243.4752783719
1334,23258.30559322712
1337,32389.01794500628
1340,85462.47297501696
1342,57681.26748345156
1343,25213.837511499558
1346,71489.7363898638
1356,50993.726924914554
1358,24938.09232092126
1359,23775.770296299866
1360,19950.872101190995
1361,26242.85668727355
1366,54480.93675323407
1367,61390.37953510339
1370,30238.49736392716
1373,78134.95898967143
1374,30900.528513483627
1385,25844.508534137945
1389,62818.965824720035
1393,39385.31818976029
1395,39022.196764626
1397,23490.29590175649
1398,37855.72659400392
1399,25172.000568540258
1401,17252.12446907808
1402,61817.71873289546
1403,70655.4572856038
1407,31625.87593385591
1410,16581.548430566454
1411,15284.255904210127
1413,24092.22196725644
1419,61407.70238038874
1421,22956.39660502884
1423,23312.056487247544
1430,18097.062484516715
1431,35812.54535023622
1434,32167.54492040858
1435,40804.92169002423
1437,26604.48885646184
1443,23200.92960756798
1445,18632.018094011568
1448,18939.45640942342
1458,33893.90611511168
1460,34807.888214902654
1461,48243.88422376964
1462,19701.13645255987
1465,44608.585573818644
1467,112586.70380525522
1469,30934.46169740916
1470,31962.240704581312
1472,23133.615089877923
1479,70142.88581540492
1481,42587.24422712736
1483,21810.852125663303
1486,27892.9779838317
1488,52208.95142139954
1491,21130.344529462636
1492,21777.705393684395
1494,26785.83064015889
1496,20273.114889204902
1499,28686.587671401743
1505,33160.86312062416
1512,85243.21099197853
1516,40255.92142791723
1518,30180.70003347582
1522,58145.418443806084
1525,47541.887595601074
1526,44811.91787498153
1528,34209.89351872961
1530,55681.9096572787
1534,16124.36295545348
1536,26538.963888197948
1538,24023.419920069995
1540,26874.507744682123
1541,21491.81071311752
1543,46433.53283704592
1547,26392.225701139658
1550,32176.682581410983
1552,18317.251884033314
1554,47070.19663266865
1558,20397.359634057415
1564,26926.15725801289
1567,85374.37981534484
1569,22060.32926357119
1570,32592.6131704228
1572,23012.43076928408
1575,37125.89105896752
1576,45646.16692714131
1581,82617.91327881136
1582,20019.138581389223
1586,23309.331860580907
1592,34619.42380658562
1596,32946.71488577261
1602,44520.17455383584
1603,67340.46222844694
1608,20840.46355315428
1618,28454.472404581298
1619,36655.99266907726
1624,20707.76807959818
1625,25028.0659811691
1626,29342.12873971618
1627,18819.81657125271
1629,33052.692151152994
1630,28529.427578815234
1642,24147.77627943966
1643,24284.932605719547
1645,31653.982811663354
1646,69011.8412259425
1647,29431.736838088458
1648,29528.188838316084
1651,23091.20429612842
1653,35188.18619140703
1673,22450.930458323128
1674,15809.034816100695
1680,20767.158951960213
1681,33170.49481199473
1682,21524.289194966936
1683,20246.609459824598
1684,46387.57666151695
1685,24032.585164617805
1687,34967.01487664265
1688,30443.267027521873
1689,28299.49238763577
1696,36335.181850440655
1697,18415.85493751243
1701,79521.7698379225
1702,26564.87385637882
1704,25964.300494646533
1705,32348.815559935556
1708,24114.30369658248
1710,19174.395649873757
1714,49764.62336759697
1719,43729.4044711364
1720,31405.604748357615
1726,21684.350303748113
1727,59663.800621108894
1728,42617.57363949724
1730,25854.531795802413
1731,22172.422099731783
1732,73513.57216539286
1738,45595.091696958
1741,28788.99740082091
1744,13537.07245429896
1750,28435.309944583452
